NAME,GENDER,NACIONALITY,ROLE,ACRONYM,OFICIAL_NAME,START_DATE,END_DATE,TOPICS,STATION,INSTITUTIONS_LEAD,INST_LEAD_COUNTRY,FUNDING_SOURCES,Finished,lon,lat
"Nicholas, Marzolf",M,US,Co-PI,Streams 2.0,Effect of water pH on leaf litter decomposition in lowland tropical streams,06/11/2018,08/08/2018,Microbial Decomposition; Macroinvertebrate Decomposition; Stream buffering; Stream pH; Riparian leaf litter input,La Selva,North Carolina State University,US,NSF,Finished,-78.6820946,35.7846633
"Susan, Howell",F,US,Principal Investigator,Howler Behavioral Ecology,"The Behavioral Ecology of the Mantled Howler Monkey (Alouatta palliata palliata) at La Selva Biological Station, Costa Rica: Proposal for Research",05/01/2019,08/15/2022,"La Selva, howler monkey, Alouatta palliata, behavior, ecology",La Selva,Florida Gulf Coast University,US,,Approved,-81.7752618,26.4637116
"Alex, Gilman",F,IO,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Amanda, Wendt",F,US,Principal Investigator,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Angelica, Almeyda",F,CR,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Eben, Broadbent",M,CR,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Jossy, Calvo",M,CR,Field Assistant,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Matthew, Fagan",M,US,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Paul, Foster",M,US,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Robin, Chazdon",F,US,Co-PI,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Socorro, Avila",F,CR,Field Assistant,Valores,"Proyecto Valores: Bosques, Corredores Ribereños y Ciencia Ciudadana: Un Programa Piloto sobre Restauración, Servicios Ecosistémicos, Corredores Biológicos, y Conectividad del Paisaje ",07/27/2018,07/26/2019,"bosques en recuperación, ciencia ciudadana, monitoreo de aguas, restauración",La Selva,Organization for Tropical Studies,CR,Fondo Canje de Deuda I,Finished,-78.922621,36.001447
"Thomas, Bochynek",M,DE,Principal Investigator,Army ant bivouac project,Imaging of Army Ant bivouac construction,08/20/2018,02/20/2019,"Collective behaviour, collective intelligence, army ants, bivouacs",La Selva,Northwestern University,US,Northwestern University,Finished,-87.675267,42.0564594
"Francisco, Quesada-Alvarado",M,CR,Coordinator,PNMA,Plan Nacional de Monitoreo de las aguas superficiales de Costa Rica,08/06/2018,05/31/2019,"Monitoreo, macroinvertebrados acuáticos, fisicoquímicos, plaguicidas",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,MINAE,Finished,-84.1111898,9.9986898
"Silvia, Echeverria",F,CR,Co-PI,PNMA,Plan Nacional de Monitoreo de las aguas superficiales de Costa Rica,08/06/2018,05/31/2019,"Monitoreo, macroinvertebrados acuáticos, fisicoquímicos, plaguicidas",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,MINAE,Finished,-84.1111898,9.9986898
"Ellen, Currano",F,US,Advisor,Modern ecology to infer paleoecology,"The impact of deposition and ecological structure on plant insect herbivore food webs to better interpret paleoecological records 
",12/29/2018,01/20/2019,"Paleontology, Paleoecology, Paleobotany, Ecology, Modern Calibration, Fossil Record, Hothouse Eocene, Climate Change",La Selva,University of Wyoming,US,NSF,Finished,-105.5665744,41.3148754
"Lauren, Azevedo Schmidt",F,US,Principal Investigator,Modern ecology to infer paleoecology,"The impact of deposition and ecological structure on plant insect herbivore food webs to better interpret paleoecological records 
",12/29/2018,01/20/2019,"Paleontology, Paleoecology, Paleobotany, Ecology, Modern Calibration, Fossil Record, Hothouse Eocene, Climate Change",La Selva,University of Wyoming,US,NSF,Finished,-105.5665744,41.3148754
"Sarah, Fanning",F,CR,Student,Modern ecology to infer paleoecology,"The impact of deposition and ecological structure on plant insect herbivore food webs to better interpret paleoecological records 
",12/29/2018,01/20/2019,"Paleontology, Paleoecology, Paleobotany, Ecology, Modern Calibration, Fossil Record, Hothouse Eocene, Climate Change",La Selva,University of Wyoming,US,NSF,Finished,-105.5665744,41.3148754
"Julia, Ferm",F,SE,Principal Investigator,The Ingeae tribe,"Systematics and diversity of neotropical, synandrous mimosoids - the Ingeae tribe",01/05/2019,01/28/2019,"Neotropics, phylogenetic analyses, mimosoids, classification.",Las Cruces,"Uppsala University, Department of Organismal Biology",SE,Uppsala University; The Royal Swedish Academy of Sciences,Finished,17.6300093,59.8509005
"Barbara, Caspers",F,DE,Co-PI,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",Palo Verde,University of Bielefeld,DE,German Research Foundation,Finished,8.4952413,52.0367238
"Frank Ingo, Scheffler",M,DE,Co-PI,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",Palo Verde,University of Potsdam,DE,German Research Foundation,Finished,13.0119098,52.4010314
"Karin, Schneeberger",F,CH,Principal Investigator,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",Palo Verde,University of Potsdam,DE,German Research Foundation,Finished,13.0119098,52.4010314
"Barbara, Caspers",F,DE,Co-PI,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",La Selva,University of Bielefeld,DE,German Research Foundation,Finished,8.4952413,52.0367238
"Frank Ingo, Scheffler",M,DE,Co-PI,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",La Selva,University of Potsdam,DE,German Research Foundation,Finished,13.0119098,52.4010314
"Karin, Schneeberger",F,CH,Principal Investigator,OlfactorySacco,Olfactory mate choice in the Greater sac-winged bat (Saccopteryx bilineata): Influence of immunocompetence and parasites,11/18/2018,01/01/2019,"Odour, Olfaction, Communication, Bats, Saccopteryx bilineata, Carollia perspicillata, Ectoparasites, Endoparasites, Immunology, Immune Challenge",La Selva,University of Potsdam,DE,German Research Foundation,Finished,13.0119098,52.4010314
"Daniela, Campos",F,CR,Collaborator,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Eliecer, Duarte",M,CR,Collaborator,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Hairo, Villalobos",M,CR,Supervisor,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Jose Celin, Avendaño Barrantes",M,CR,Collaborator,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Pierrick, Mialle",M,FR,Principal Investigator,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Ronnie, Quintero",M,CR,Principal Investigator,MONITOREO INFRASONIDO NDC-CR,Monitoreo de Fuentes de Infrasonido en America Central y el Caribe por parte del Centro Nacional de Datos de Costa Rica (NDC-CR),11/19/2018,11/19/2019,"Fuentes de Infrasonido
Centro Nacional de Datos
Arreglo Portatil de Infrasonido
",La Selva,Observatorio Vulcanologico y Sismologico de Costa Rica,CR,CTBTO,Finished,-84.1114333,10.0017351
"Patrick, Casto",M,US,Principal Investigator,Whip Spider Behavior,Navigation and the Behavioral Integration of Multimodal Sensory Information in Whip Spiders ,01/18/2019,02/10/2019,"whip spiders, Amblypygi, navigational behavior, microhabitats",Las Cruces,Bowling Green State University,US,NSF,Finished,-83.6300826,41.3797788
"Verner, Bingman",M,US,Co-PI,Whip Spider Behavior,Navigation and the Behavioral Integration of Multimodal Sensory Information in Whip Spiders ,01/18/2019,02/10/2019,"whip spiders, Amblypygi, navigational behavior, microhabitats",Las Cruces,Bowling Green State University,US,NSF,Finished,-83.6300826,41.3797788
"Bart, Pollux",M,NL,Principal Investigator,SEXSELPOECILIIDAE,Consequences of the evolution of the placenta for sexual selection in Poeciliidae,02/06/2019,03/15/2019,"Fish placenta
Poeciliidae
Livebearing fish
Sexual selection
Sperm competition
Sneak copulation",Las Cruces,Wageningen University,NL,Netherlands Organization for Scientific Research (NWO),Finished,5.6657696,51.9845558
"Nicolas, Medina",M,CO,Principal Investigator,Ficus,Fig-stranglers hybridize—testing the significance of hybridization in New World Ficus,11/01/2018,05/01/2019,"fig-stranglers, evolution, systematics, hybridization",La Selva,Rancho Santa Ana Botanic Garden,US,American Philosophical Society,Finished,-117.7151022,34.1105943
"Stefano, Barchiesi",M,IT,Student,UF WIGF Tempisque,Inducing Resilience for Water Subsidized Systems,08/21/2017,08/21/2020,,Palo Verde,University of Florida,US,,Postponed,-82.3549302,29.6436325
"Alejandro, Vargas",M,CR,Student,AttaTraffic,Collective traffic behavior in leaf cutting ants ,11/19/2018,12/25/2020,"Traffic flow, Atta cephalotes, leaf cutting ants, wave interference.",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Approved,-84.0510284,9.9369824
